CustomerNumber,Name,Name2,City,Region,PostalCode,Street,Address,CustomerClass
0000003448,"ROCKLAND ANTIBODIES & ASSAYS","FKA ROCKLAND IMMUNOCHEMICALS INC",POTTSTOWN,PA,19464,"321 JONES BLVD",0000025507,
0000003449,"NORTH CAROLINA CENTRAL UNIVERSITY",,DURHAM,NC,27707,"1801 FAYETTEVILLE RD",0000025508,
0000003450,"RTI INTERNATIONAL","CENTRAL RECEIVING",RTP,NC,27709,"E INSTITUTE DR",0000025509,
0000003451,"RULES BASED MEDICINE INC",,AUSTIN,TX,78727-6115,"12212 TECHNOLOGY BLVD",0000025510,
0000003452,"RULES BASED MEDICINE INC",,AUSTIN,TX,78759,"3300 DUVAL RD",0000025511,
0000003453,"RULES BASED MEDICINE INC",,"LAKE PLACID",NY,12946,"7 WESVALLEY RD",0000025512,
0000003454,"RUSH UNIVERSITY MEDICAL CENTER",,CHICAGO,IL,60612,"1653 W CONGRESS PKWY",0000025513,
0000003455,"RUSH UNIVERSITY MEDICAL CENTER",,CHICAGO,IL,60612,"1735 W HARRISON ST",0000025514,
0000003456,"RUTGER STATE UNIV OF NEW JERSEY",,PISCATAWAY,NJ,08854-8020,"164 FRELINGHUYSEN RD",0000025515,
0000003457,"RUTGERS UNIVERSITY",,"NEW BRUNSWICK",NJ,08901,"195 LITTLE ALBANY ST",0000025516,
0000003458,"RUTGERS UNIVERSITY",,PISCATAWAY,NJ,08854,"599 TAYLOR RD",0000025517,
0000003459,"RUTGERS UNIVERSITY",,PISCATAWAY,NJ,08854,"604 ALLISON RD",0000025518,
0000003460,"RUTGERS UNIVERSITY",,PISCATAWAY,NJ,08844,"679 HOES LN",0000025519,
0000003461,"RUTGERS UNIVERSITY",,"NEW BRUNSWICK",NJ,08901,"73 WARREN ST",0000025520,
0000003462,"RUTGERS UNIVERSITY",,"NEW BRUNSWICK",NJ,08901-8525,"76 LIPMAN DR",0000025521,
0000003463,"RUTGERS UNIVERSITY",,PISCATAWAY,NJ,08854,"98 BRETT RD",0000025522,
0000003464,"LEIDOS BIOMEDICAL RESEARCH INC","FKA - SAIC - FREDERICK",FREDERICK,MD,21702,"1050 BOYLES ST",0000025523,
0000003465,"MILKTEST NZ",,HAMILTON,,,"STATE HWY 1, TE RAPA",0000025524,
0000003466,"SANDIA NATIONAL LABORATORIES",,ALBUQUERQUE,NM,87123,"1515 EUBANK BLVD SE",0000025525,
0000003467,"SANDIA NATIONAL LABORATORIES",,LIVERMORE,CA,94550,"7011 EAST AVE",0000025526,
0000003468,"SAN DIEGO ZOO HOSPITAL",,"SAN DIEGO",CA,92101,"1354 OLD GLOBE WAY",0000025527,
0000003469,"SAN DIEGO STATE UNIV FOUNDATION",BIOLOGY,"SAN DIEGO",CA,92105,"4283 EL CAJON BLVD",0000025528,
0000003470,"SANOFI-AVENTIS US INC",,BRIDGEWATER,NJ,08807,"1041 RT 202 - 206 N",0000025529,
0000003471,"SANOFI ANIMAL HEALTH INC",,LENEXA,KS,66215,"12300 SANTA FE DR",0000025530,
0000003472,"SANOFI-AVENTIS US INC",,CAMBRIDGE,MA,02139,"26 LANDSDOWNE ST",0000025531,
0000003473,"UNIVERSITY OF MISSOURI AT COLUMBIA",,COLUMBIA,MO,65211-7400,,0000025532,
0000003474,"SOUTHERN BIOTECHNOLOGY INC",,BIRMINGHAM,AL,35209,"320 SNOW DR",0000025533,
0000003475,"SOUTHERN BIOTECHNOLOGY INC",,BIRMINGHAM,AL,35209,"160 OXMOOR BLVD",0000025534,
0000003476,"SCRIPPS FLORIDA RESEARCH INSTITUTE",,JUPITER,FL,33458,"5353 PARKSIDE DR",0000025535,
0000003477,"SCRIPPS RESEARCH INSTITUTE",,"SAN DIEGO",CA,92121,"3215 MERRYFIELD ROW",0000025536,
0000003478,"THE SCRIPPS RESEARCH INSTITUTE","SCRIPPS FL RECVG DEPT",JUPITER,FL,33458,"130 SCRIPPS WAY",0000025537,
0000003479,"SOUTH DAKOTA STATE UNIVERSITY",,BROOKINGS,SD,57007,"2202 ROTUNDA LN",0000025538,
0000003480,"SOUTH DAKOTA STATE UNIVERSITY","ANIMAL SCIENCE COMPLEX",BROOKINGS,SD,57007,"N CAMPUS DR",0000025539,
0000003481,"SEATTLE CANCER CARE ALLIANCE",,SEATTLE,WA,98109,"825 EASTLAKE AVE E",0000025540,
0000003482,"SEATTLE UNIVERSITY",CHEMISTRY,SEATTLE,WA,98122-1090,"901 12TH AVE",0000025541,
0000003483,"VA SEPULVEDA MEDICAL CENTER",,SEPULVEDA,CA,91343,"16111 PLUMMER ST",0000025542,
0000003484,"BIO-RAD ABD SEROTEC LTD",,OXFORD,,OX5-1GE,"LANGFORD BUS PK, LANGFORD LANE",0000025543,
0000003485,"KINTETSU WORLD EXPRESS (U.S.A) INC",,"S SAN FRANCISCO",CA,94080,"251 LAWRENCE AVE",0000025544,
0000003486,"SHIRE HUMAN GENETIC THERAPIES",,LEXINGTON,MA,02421,"125 SPRING ST",0000025545,
0000003487,"SHRINERS HOSPITAL",,CHARLESTOWN,MA,02129,"149 13TH ST",0000025546,
0000003488,"SHRINERS HOSPITAL","UTMB CENTRAL RECEIVING",GALVESTON,TX,77555,"14TH & STRAND ST",0000025547,
0000003489,"SIEMENS HEALTHCARE DIAGNOSTICS INC",,CAMBRIDGE,MA,02140,"100 ACORN PARK DR",0000025548,
0000003490,"SIEMENS HEALTHCARE DIAGNOSTICS INC",,NORWOOD,MA,02062,"2 EDGEWATER DR",0000025549,
0000003491,"SIEMENS HEALTHCARE DIAGNOSTICS INC",,ELKHART,IN,46516,"3400 MIDDLEBURY ST",0000025550,
0000003492,"SEIMENS MEDICAL SOLUTIONS",DIAGNOSTICS,"LOS ANGELES",CA,90045,"5210 PACIFIC CONCOURSE DR",0000025551,
0000003493,"DIAGNOSTIC PRODUCTS CORP",,"LOS ANGELES",CA,90045,"5700 W 96TH ST",0000025552,
0000003494,"SIGMA CHEMICAL COMPANY",,"ST LOUIS",MO,63118-3305,"165 CHEROKEE",0000025553,
0000003495,"GEOLOGISTICS LEP INTERNATIONAL",,DALLAS,TX,75261,"1900 W AIRFIELD DR",0000025554,
0000003496,"SIGMA CHEMICAL COMPANY",,"ST LOUIS",MO,63103,"2909 LACLEDE AVE",0000025555,
0000003497,"SIGMA CHEMICAL COMPANY",,"ST LOUIS",MO,63118-3306,"3300 S 2ND ST",0000025556,
0000003498,"SIGMA ALDRICH INTERNATIONAL GMBH","C/O SIGMA-ALDRICH LLC","ST LOUIS",MO,63118-4103,"3500 DEKALB ST",0000025557,
0000003499,"SIGMA ALDRICH INTERNATIONAL GMBH","C/O SIGMA-ALDRICH MANUFACTURING LLC","ST LOUIS",MO,63104,"2425 S SECOND ST",0000025558,
0000003500,"SIGMA ALDRICH INTERNATIONAL GMBH","C/O SIGMA-ALDRICH MANUFACTURING LLC","ST LOUIS",MO,63103,"545 S EWING",0000025559,
0000003501,"SIGMA ALDRICH - ISRAEL",,REHOVOT,,76100,"3 PLAUT ST",0000025560,
0000003502,"EXEL GLOBAL LOGISTICS (TEXAS)",,COPPELL,TX,75019,"600 FREEPORT PKWY",0000025561,
0000003503,"SIGNAL PHARMACEUTICALS",,"SAN DIEGO",CA,92121,"4550 TOWNE CENTRE CT",0000025562,
0000003504,"S ILLINOIS UNIV SCHOOL OF MEDICINE",,SPRINGFIELD,IL,62702,"825 N RUTLEDGE",0000025563,
0000003505,"S ILLINOIS UNIV SCHOOL OF MEDICINE",,SPRINGFIELD,IL,62702,"911 N RUTLEDGE ST",0000025564,
0000003506,"GLAXO SMITHKLINE",,"KING OF PRUSSIA",PA,19406,"709 SWEDELAND RD",0000025565,
0000003507,"SOUTHWESTERN UNIVERSITY",,GEORGETOWN,TX,78626,"1001 E UNIVERSITY AVE",0000025566,
0000003508,"SPS ALFACHEM",,ELIZABETH,NJ,07201,"410 DIVISION ST",0000025567,
0000003509,"SOUTHERN RESEARCH INSTITUTE",,BIRMINGHAM,AL,35205,"2000 9TH AVE S",0000025568,
0000003510,"SOUTHERN RESEARCH INSTITUTE",,FREDERICK,MD,21701,"431 AVIATION WAY",0000025569,
0000003511,"SRI INTERNATIONAL",,"MENLO PARK",CA,94025-3493,"333 RAVENSWOOD AVE",0000025570,
0000003512,"STAGE I DIAGNOSTICS INC",,"LITTLE ROCK",AR,72205,"401 S CEDAR",0000025571,
0000003513,"STANDARD PROCESS INC",,PALMYRA,WI,53156,"1200 W ROYAL LEE DR",0000025572,
0000003514,"STANFORD UNIVERSITY CSCI",,"PALO ALTO",CA,94304,"1050 ARASTRADERO RD",0000025573,
0000003515,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"1099 CAMPUS DR",0000025574,
0000003516,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"1201 WELCH RD",0000025575,
0000003517,"STANFORD UNIVERSITY",,"PALO ALTO",CA,94305,"257 CAMPUS DR",0000025576,
0000003518,"STANFORD UNIVERSITY","SCHOOL OF MEDICINE",STANFORD,CA,94305,"259 CAMPUS DR",0000025577,
0000003519,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"269 W CAMPUS DR",0000025578,
0000003520,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"279 CAMPUS DR",0000025579,
0000003521,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"299 CAMPUS DR",0000025580,
0000003522,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"300 PASTEUR DR",0000025581,
0000003523,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"318 CAMPUS DR",0000025582,
0000003524,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"337 CAMPUS DR",0000025583,
0000003525,"STANFORD UNIVERSITY",,"PALO ALTO",CA,94304,"3373 HILLVIEW AVE",0000025584,
0000003526,"STANFORD UNIVERSITY",,STANFORD,CA,94305,"380 ROTHWAY",0000025585,
0000003527,"VA MEDICAL CENTER",,"PALO ALTO",CA,94304,"3801 MIRANDA AVE",0000025586,
0000003528,STEMGENT,,"SAN DIEGO",CA,92121,"10575 ROSELLE ST",0000025587,
0000003529,STEMGENT,,CAMBRIDGE,MA,02139,"790 MEMORIAL DR",0000025588,
0000003530,"ST JUDE CHILDRENS RSRCH HOSPITAL",,MEMPHIS,TN,38105,"262 DANNY THOMAS PLACE",0000025589,
0000003531,"SAINT LOUIS UNIVERSITY",,"ST LOUIS",MO,63104,"1205 CARR LN (DELIVERY DOCK)",0000025590,
0000003532,"SAINT LOUIS UNIVERSITY",BIOLOGY,"ST LOUIS",MO,63103,"3507 LACLEDE AVE",0000025591,
0000003533,"ST LOUIS UNIVERSITY",HSC-RECEIVING,"ST LOUIS",MO,63104,"3555 VISTA AVE - REAR DOOR",0000025592,
0000003534,"PEDIATRIC RESEARCH INSTITUTE",,"ST LOUIS",MO,63110,"3662 PARK AVE",0000025593,
0000003535,"STOWERS INSTITUTE",,"KANSAS CITY",MO,64110,"901 VOLKER BLVD",0000025594,
0000003536,STRATAGENE,,CEDARCREEK,TX,78612,"1834 ST HWY 71 W",0000025595,
0000003537,"SDIX LLC",,NEWARK,DE,19713,"128 SANDY DR",0000025596,
0000003538,"SDIX LLC",BIOLAB,DALLAS,TX,75235,"2110 RESEARCH RD",0000025597,
0000003539,"UNIVERSITY OF MICHIGAN",,"ANN ARBOR",MI,48109,"1011 N UNIVERSITY AVE",0000025598,
0000003540,"RESEARCH FOUNDATION OF SUNY",,SYRACUSE,NY,13210,"117 MONROE ST",0000025599,
0000003541,"UNIVERSITY AT BUFFALO",MICROBIOLOGY,BUFFALO,NY,14214,"3435 MAIN ST",0000025600,
0000003542,"SUNY - DOWNSTATE MEDICAL CENTER",,BROOKLYN,NY,11203,"450 CLARKSON AVE",0000025601,
0000003543,"SUNY - BINGHAMTON",,BINGHAMTON,NY,13902,"VESTAL PKWY E",0000025602,
0000003544,"TEXAS BIOMEDICAL RESEARCH INSTITUTE",,"SAN ANTONIO",TX,78227,"7620 NW LOOP 410",0000025603,
0000003545,"SYNAGEVA BIOPHARMA CORP",,ATHENS,GA,30605,"111 RIVERBEND RD",0000025604,
0000003546,"SYNTA PHARMACEUTICALS",,LEXINGTON,MA,02421,"125 HARTWELL AVE",0000025605,
0000003547,"SYNTONIX PHARMACEUTICALS",,WALTHAM,MA,02451,"9 FOURTH AVE",0000025606,
0000003548,"SYRACUSE UNIVERSITY",BIOLOGY,SYRACUSE,NY,13244,"107 COLLEGE PLACE",0000025607,
0000003549,"TAKEDA PHARMACEUTICALS",,"S SAN FRANCISCO",CA,94080,"285 E GRAND AVE",0000025608,
0000003550,"GRIFOLS THERAPEUTICS INC",,RTP,NC,27709,"85 TW ALEXANDER DR",0000025609,
0000003551,"TEXAS VETERNIARY MEDICAL DIAG LAB",,"COLLEGE STATION",TX,77843,"1 SIPPLE RD",0000025610,
0000003552,"TEXAS A & M UNIVERSITY","ANT HOMOLOGY","COLLEGE STATION",TX,77843,"2475 TAMU",0000025611,
0000003553,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843,"3255 TAMU",0000025612,
0000003554,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843,"3578 TAMU",0000025613,
0000003555,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843,"TAMU 2126",0000025614,
0000003556,"TEXAS A & M UNIVERSITY","BROWN ENGINEERING","COLLEGE STATION",TX,77843-3122,"TAMU 3122",0000025615,
0000003557,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843,"TAMU 4474",0000025616,
0000003558,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843-2471,,0000025617,
0000003559,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843,,0000025618,
0000003560,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843,,0000025619,
0000003561,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843,"4467 TAMU",0000025620,
0000003562,"TEXAS A & M UNIVERSITY",KINGSVILLE,KINGSVILLE,TX,78363,"1125 WEST AVE B",0000025621,
0000003563,"TEXAS A & M UNIVERSITY",KINGSVILLE,KINGSVILLE,TX,78363,"1255 RETAMA DR",0000025622,
0000003564,"TEXAS A & M UNIVERSITY",KINGSVILLE,KINGSVILLE,TX,78363,"975 W AVE B",0000025623,
0000003565,"TEXAS A & M UNIVERSITY",,"COLLEGE STATION",TX,77843,,0000025624,
0000003566,"TARGESON LLC",,CHARLOTTESVILLE,VA,22902,"2020 AVON CT",0000025625,
0000003567,"TARGETED GENETICS CORPORATION",,SEATTLE,WA,98101,"1100 OLIVE WAY",0000025626,
0000003568,"TEMPLE UNIVERSITY",,PHILADELPHIA,PA,19122,"12TH NORRIS ST",0000025627,
0000003569,"TEMPLE UNIVERSITY",,PHILADELPHIA,PA,19122,"1900 N 12TH ST",0000025628,
0000003570,"TEMPLE UNIVERSITY",,PHILADELPHIA,PA,19140,"3307 N BROAD ST",0000025629,
0000003571,"TEMPLE UNIVERSITY",BIOCHEMISTRY,PHILADELPHIA,PA,19140,"3440 N BROAD ST",0000025630,
0000003572,"TEMPLE UNIVERSITY",,PHILADELPHIA,PA,19140,"3500 N BROAD ST",0000025631,
0000003573,"THOMAS JEFFERSON UNIVERSITY",,"PHILADELPHIA,",PA,19107,"1015 WALNUT ST",0000025632,
0000003574,"THOMAS JEFFERSON UNIVERSITY",,PHILADELPHIA,PA,19107,"1020 LOCUST ST",0000025633,
0000003575,"THOMAS JEFFERSON UNIVERSITY",,PHILADELPHIA,PA,19107,"1025 WALNUT ST",0000025634,
0000003576,"THOMAS JEFFERSON UNIVERSITY",,PHILADELPHIA,PA,19107,"233 S 10TH ST",0000025635,
0000003577,"THOMAS JEFFERSON UNIVERSITY",,DOYLESTOWN,PA,18901,"700 E BUTLER AVE",0000025636,
0000003578,"BRIGHAM YOUNG UNIVERSITY",,PROVO,UT,84602,,0000025637,
0000003579,"TOXIKON CORPORATION",,BEDFORD,MA,01730,"25 WIGGINS AVE",0000025638,
0000003580,"TRACE DIAGNOSTICS INC",,WHEELING,IL,60090,"830 SETON CT",0000025639,
0000003581,"TRANSLATIONAL GENOMICS RSRCH INST",,SCOTTSDALE,AZ,85259,"13208 E SHEA BLVD",0000025640,
0000003582,"TRANSGENRX INC LOUISIANA STATE UNIV",,"BATON ROUGE",LA,70803,"CORNER OF E PARKER ST & W LAKE SHOR",0000025641,
0000003583,"TRELLIS BIOSCIENCE",,"MOUNTAIN VIEW",CA,94043,"265 N WHISMAN RD",0000025642,
0000003584,"TRELLIS BIOSCIENCE",,"S SAN FRANCISCO",CA,94080,"2-B CORPORATE DR",0000025643,
0000003585,"TRINITY UNIVERSITY",,"SAN ANTONIO",TX,78212,"607 KINGS CT",0000025644,
0000003586,"TUFTS UNIVERSITY",,BOSTON,MA,02111,"136 HARRISON AVE",0000025645,
0000003587,"TUFTS UNIVERSITY",,"N GRAFTON",MA,01536,"200 WESTBORO RD",0000025646,
0000003588,"TUFTS UNIV NEW ENGLAND MEDICAL CTR",,BOSTON,MA,02111,"25 HARVARD ST",0000025647,
0000003589,"TUFTS UNIVERSITY",,BOSTON,MA,02111,"37 TYLER ST",0000025648,
0000003590,"TUFTS UNIVERSITY",,MEDFORD,MA,02155,"4 COLBY ST",0000025649,
0000003591,"TUFTS UNIVERSITY",CHEMISTRY,MEDFORD,MA,02155,"62 TALBOT AVE",0000025650,
0000003592,"JM USDA HNRCA TUFTS UNIVERSITY",,BOSTON,MA,02111,"711 WASHINGTON ST",0000025651,
0000003593,"TUFTS UNIV NEW ENGLAND MEDICAL CTR",,BOSTON,MA,02111,"75 KNEELAND ST",0000025652,
0000003594,"TUFTS UNIV NEW ENGLAND MEDICAL CTR",,BOSTON,MA,02111,"750 WASHINGTON ST",0000025653,
0000003595,"BAYLOR COLLEGE OF MEDICINE",,HOUSTON,TX,77030,"1 BAYLOR PLAZA",0000025654,
0000003596,"TULANE UNIVERSITY",,"FT DETRICK",MD,21702,"1301 DITTO AVE",0000025655,
0000003597,"TULANE UNIV HEALTH SCIENCE CTR","UROLOGY SL42","NEW ORLEANS",LA,70112,"1430 TULANE AVE",0000025656,
0000003598,"TULANE UNIVERSITY","CHEMICAL & BIOMOLECULAR ENGINEERING","NEW ORLEANS",LA,70118,"300 LINDY BOGGS BLDG",0000025657,
0000003599,"TULANE UNIVERSITY MEDICAL CTR",,"NEW ORLEANS",LA,70112,"333 S LIBERTY ST",0000025658,
0000003600,"TEXAS CHILDRENS HOSPITAL",,HOUSTON,TX,77030,"6621 FANNIN ST",0000025659,
0000003601,"TEXAS CHILDRENS HOSPITAL",,HOUSTON,TX,77030,"6701 FANNIN",0000025660,
0000003602,"TEXAS TECH UNIV HEALTH SCIENCE CTR",,LUBBOCK,TX,79424,"3601 4TH ST",0000025661,
0000003603,"TEXAS TECH UNIVERSITY","SCHOOL OF PHARMACY",AMARILLO,TX,79106,"1300 S COULTER",0000025662,
0000003604,"TEXAS TECH UNIV HEALTH SCIENCE CTR",,AMARILLO,TX,79106,"1406 S COULTER ST",0000025663,
0000003605,"CHARLIN VASQUEZ",,LUBBOCK,TX,79413,"2711 41ST ST",0000025664,
0000003606,"TEXAS TECH UNIV HEALTH SCIENCE CTR",,LUBBOCK,TX,79409,"MAIN & INDIANA AVE",0000025665,
0000003607,"TEXAS WOMANS UNIVERSITY",,DENTON,TX,76209,"1200 FRAME ST",0000025666,
0000003608,"ARMED FORCES RADIOBIOLOGY RESEARCH",,BETHESDA,MD,20889,"8901 WISCONSIN AVE",0000025667,
0000003609,"UNILEVER TRUMBULL RESEARCH SERVICES",,TRUMBULL,CT,06611-0000,"40 MERRITT BLVD N",0000025668,
0000003610,"UNITED BIOMEDICAL INC",,HAUPPAUGE,NY,11788,"25 DAVIDS DR",0000025669,
0000003611,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294-0005,"1530 3RD AVE S",0000025670,
0000003612,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"1720 7TH AVE S",0000025671,
0000003613,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"1825 UNIVERSITY BLVD",0000025672,
0000003614,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"1825 UNIVERSITY BLVD",0000025673,
0000003615,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"1825 UNIVERSITY BLVD",0000025674,
0000003616,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"1900 UNIVERSITY BLVD",0000025675,
0000003617,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"1918 UNIVERSITY BLVD",0000025676,
0000003618,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"1918 UNIVERSITY BLVD",0000025677,
0000003619,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"212 15TH ST S",0000025678,
0000003620,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"212 15TH ST S",0000025679,
0000003621,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"212 15TH ST S",0000025680,
0000003622,"UNIV OF ALABAMA AT BIRMINGHAM",,BIRMINGHAM,AL,35294,"701 19TH ST S",0000025681,
0000003623,"UNIVERSITY OF ALABAMA",,BIRMINGHAM,AL,35294,"845 19TH ST S",0000025682,
0000003624,"OREGON HEALTH & SCIENCE UNIVERSITY",,PORTLAND,OR,97239,"3181 SW SAM JACKSON PARK RD",0000025683,
0000003625,"UNIVERSITY OF ARKANSAS",,FAYETTEVILLE,AR,72701,"1120 W MAPLE ST",0000025684,
0000003626,"UNIVERSITY OF ARKANSAS","POULTRY SCIENCE",FAYETTEVILLE,AR,72701,"1260 W MAPLE ST",0000025685,
0000003627,"UNIVERSITY OF ARKANSAS",,FAYETTEVILLE,AR,72701,"321 ADMIN BLDG",0000025686,
0000003628,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SCIENCES","LITTLE ROCK",AR,72205,"325 JACK STEPHENS DR",0000025687,
0000003629,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SCIENCES","LITTLE ROCK",AR,72205,"401 S CEDAR",0000025688,
0000003630,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SCIENCES","LITTLE ROCK",AR,72205,"4301 W MARKHAM ST",0000025689,
0000003631,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SCIENCES","LITTLE ROCK",AR,72205,"4301 W MARKHAM ST",0000025690,
0000003632,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SCIENCES","LITTLE ROCK",AR,72205,"325 JACK STEPHENS DR",0000025691,
0000003633,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SCIENCES","LITTLE ROCK",AR,72205,"4104 OUTPATIENT CIR",0000025692,
0000003634,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SCIENCES","LITTLE ROCK",AR,72205,"4301 W MARKHAM ST",0000025693,
0000003635,"UNIV OF ARKANSAS FOR MED SCIENCES","FOR MEDICAL SCIENCES","LITTLE ROCK",AR,72205,"800 COTTAGE DR",0000025694,
0000003636,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85721,"1007 E LOWELL ST",0000025695,
0000003637,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85721,"1117 E LOWELL ST",0000025696,
0000003638,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85721,"1133 E JAMES E ROGERS WAY",0000025697,
0000003639,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85724,"1177 E 4TH ST",0000025698,
0000003640,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85721,"1306 E UNIVERSITY BLVD",0000025699,
0000003641,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85724,"1501 N CAMPBELL AVE",0000025700,
0000003642,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85724,"1656 E MABEL ST",0000025701,
0000003643,"UNIVERSITY OF ARIZONA","PHARMACOLOGY / TOXICOLOGY",TUCSON,AZ,85721,"1703 E MABEL ST",0000025702,
0000003644,"VENTANA MEDICAL SYSTEMS INC",,"ORO VALLEY",AZ,85755,"1910 INNOVATION PARK DR",0000025703,
0000003645,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85706,"250 E VALENCIA RD",0000025704,
0000003646,"CINCINNATI CHILDRENS HOSPITAL",,CINCINNATI,OH,45229,"3333 BURNET AVE",0000025705,
0000003647,"UNIVERSITY OF ARIZONA",,TUCSON,AZ,85719,"4101 N CAMBELL AVE",0000025706,
0000003648,"UNIVERSITY OF ARIZONA","COLLEGE OF MEDICINE",PHOENIX,AZ,85004,"425 N FIFTH ST",0000025707,
0000003649,"UNIVERSAL BIOLOGICALS LTD",,CAMBRIDGE,,"CB23 3QU","PAPWORTH ST. AGNES",0000025708,
0000003650,"HOLIDAY INN EXPRESS NEW YORK CITY","MADISON SQUARE GARDEN","NEW YORK CITY",NY,10001-5201,"232 W 29TH ST",0000025709,
0000003651,"UBA. FACULTAD DE FARMACIA","Y BIOQUIMICA",STANFORD,CT,06905,"2700 BEDFORD ST",0000025710,
0000003652,"DR. STELLA VENTURIELLO",,"NORTH BERGEN",NJ,07047,"7316 BERGEN-LINE",0000025711,
0000003653,"DR. JULIANA LEONI",,"CLIFFSIDE PARK",NJ,07010,"92 CRESENT AVE",0000025712,
0000003654,"UNIVERSIDAD DE BUENOS AIRES","CATEDRA DE INMUNOLOGIA/DR. VENTURIE","BUENOS AIRES",,1113,"IDEHU-CONICET JUNIN 956",0000025713,
0000003655,"UNIVERSITY AT BUFFALO - S CAMPUS",PHYSIOLOGY/BIOPHYSICS,BUFFALO,NY,14214,"123 SHERMAN HALL",0000025714,
0000003656,"UNIVERSITY AT BUFFALO","ORAL BIOLOGY",BUFFALO,NY,14214,"3435 MAIN ST",0000025715,
0000003657,"UNIVERSITY AT BUFFALO","MICROBIOLOGY & IMMUNOLOGY",BUFFALO,NY,14214,"3435 MAIN ST",0000025716,
0000003658,"UNIVERSITY AT BUFFALO",ANESTHESIOLOGY,BUFFALO,NY,14214,"3435 MAIN ST",0000025717,
0000003659,"UNIVERSITY OF BUFFALO",,BUFFALO,NY,14214,"3435 MAIN ST",0000025718,
0000003660,"VA WNY HEALTH CARE SYSTEM BUFFALO",,BUFFALO,NY,14215,"3495 BAILEY AVE",0000025719,
0000003661,"UNIVERSITY AT BUFFALO","DIABETES CENTER",BUFFALO,NY,14203,"701 ELLICOTT ST",0000025720,
0000003662,"UNIVERSITY OF BUFFALO",CARDIOLOGY,BUFFALO,NY,14214,,0000025721,
0000003663,"UNIVERSITY AT BUFFALO - N CAMPUS",PHARMACEUTICS,BUFFALO,NY,14260,,0000025722,
0000003664,"UNIVERSITY AT BUFFALO","CHEMICAL & BIOLOGICAL ENGINEERING",BUFFALO,NY,14260,,0000025723,
0000003665,"UNIVERSITY AT BUFFALO - N CAMPUS","CHEMICAL & BIOLOGICAL ENGINEERING",BUFFALO,NY,14260,,0000025724,
0000003666,"UNIVERSITY AT BUFFALO","CHEMICAL & BIOLOGICAL ENGINEERING",BUFFALO,NY,14260,,0000025725,
0000003667,"UNIVERSITY OF BUFFALO",,BUFFALO,NY,14260,,0000025726,
0000003668,"UNIV OF CALIFORNIA AT BERKELEY","MCB RECEIVING",BERKELEY,CA,94720,,0000025727,
0000003669,"UNIV OF CALIFORNIA AT BERKELEY",,BERKELEY,CA,94720,,0000025728,
0000003670,"UNIV OF CALIFORNIA AT BERKELEY",,BERKELEY,CA,94720,,0000025729,
0000003671,"UNIV OF CALIFORNIA AT BERKELEY",ESPM,BERKELEY,CA,94720,,0000025730,
